after_volume,target_std,cut_off_price,1st_open_price,1hr_prior_price,2hr_prior_price,3hr_prior_price,close_price,prior_volume,prior_std,diff_cut_close,Vix,Nas_open,Nas_diff,diff_1_Open,diff_2_Open,diff_3_Open,Nas_volume,date
33647.68404724641,0.6479520798275111,351.97,346.99,351.19,350.92,352.0,351.95,17696.394028922336,0.991232284985844,-0.020000000000038654,13.350000381469727,14500.1103515625,23.9599609375,2.4782926907099068,2.0005129584897645,-4.309735919009654,5232820000,2024-01-05
14637.650523105794,0.6230697302581563,375.35,370.16,374.64,373.78,376.28,374.49,26026.915082297524,0.938764137551714,-0.8600000000000136,12.699999809265137,15001.009765625,-28.25,-1.9607331547399554,9.9431556216486,13.695472458743666,4958940000,2024-01-12
30805.581045584175,0.4916687715310738,383.87,379.0,383.14,381.14,381.32,383.52,52199.12450882436,1.0610267806484501,-0.35000000000002274,13.300000190734863,15122.3798828125,188.58984375,7.47478613631273,12.640436896170968,5.324905373791125,5604950000,2024-01-19
22934.530120994117,0.79765747735854,395.75,393.85,395.86,396.02,396.27,394.14,16632.93890059799,1.189033632984362,-1.6100000000000136,13.260000228881836,15474.849609375,-19.4892578125,4.160371569449978,4.329593568294058,9.684373963280564,4510530000,2024-01-26
58477.04964587723,2.3004813418055163,479.47,459.69,476.81,481.79,477.02,474.88,173337.41434703686,4.432708507545339,-4.590000000000032,13.850000381469727,15403.16015625,225.7900390625,65.35200461410324,70.26884065155127,55.747290246179716,4800690000,2024-02-02
28946.41570563393,0.9353054768796428,470.71,472.95,469.08,470.55,470.51,468.01,28182.675671585108,0.9966683177001091,-2.6999999999999886,12.930000305175781,15842.3798828125,148.2802734375,4.608300620518094,14.87992783861796,8.908034663154467,5797260000,2024-02-09
23955.429818287572,1.2624703930224779,476.55,477.95,473.26,473.27,475.13,473.19,57486.71512440829,1.6716853743327524,-3.3600000000000136,14.239999771118164,15910.4296875,-134.779296875,2.8167036897272624,10.132273834573937,21.140355172531258,5223800000,2024-02-16
19703.627971102065,0.6597833356962216,483.39,488.09,488.17,486.99,485.87,484.03,33201.13177928303,2.45069166404715,0.6399999999999864,13.75,16094.7998046875,-97.9794921875,7.781635924402281,21.471678450178842,18.759404349722445,5077910000,2024-02-23
18043.93093148427,0.593752738189359,502.34,491.86,502.04,499.26,499.34,502.54,25221.601745196513,1.887032205777393,0.20000000000004547,13.109999656677246,16109.830078125,165.1103515625,3.656658941185526,7.084149701754882,12.08589504351437,5457910000,2024-03-01
15773.454270912867,0.9198540255603612,504.37,514.19,502.16,507.98,510.65,505.97,24443.49075469409,7.0084668526030605,1.6000000000000227,14.739999771118164,16322.099609375,-236.9892578125,10.870370744545596,16.499816558612167,19.120266645296795,5411790000,2024-03-08
24349.14799492021,0.7584202383425684,483.83,489.01,484.16,482.76,485.78,484.0,128612.55334240245,1.591582339665554,0.17000000000001592,14.40999984741211,16043.580078125,-70.41015625,-11.209129359102803,-6.356788868944818,-4.234582907993627,8261950000,2024-03-15
14724.126762951366,0.5445051201253173,509.4,507.0,507.72,507.0,505.77,509.35,7399.428449628426,1.3441524720740543,-0.049999999999954525,13.0600004196167,16387.830078125,40.990234375,-7.682003936648755,7.472755788175334,18.761508688996457,4339930000,2024-03-22
25695.803236230156,0.643020129169209,525.63,516.82,526.73,528.63,525.44,526.77,26191.9177222233,3.040763222424383,1.1399999999999864,16.030000686645508,16095.400390625,153.119140625,0.438335312333038,17.8647481445621,31.644465722698556,4578130000,2024-04-05
26288.834681606826,0.6976184725252337,511.47,517.86,510.92,514.39,516.69,511.56,13114.190121407566,1.8661112275714085,0.08999999999997499,17.309999465942383,16293.0302734375,-117.9404296875,-3.347776671472161,8.429254784506725,-4.46371299125758,4552740000,2024-04-12
33041.024151942365,1.5208299378546974,482.61,501.58,482.6,479.73,487.58,481.06,41134.100131287974,4.312276145411042,-1.5500000000000114,18.709999084472656,15547.099609375,-265.08984375,2.9691457660309766,-0.2989373439235692,4.672951314928525,5316010000,2024-04-19
21113.016975171566,1.3459350276857698,440.11,441.45,440.19,438.72,439.05,443.27,53178.95352246949,2.1257317035517374,3.159999999999968,15.029999732971191,15821.33984375,106.560546875,19.987096677720956,-66.35793589092964,-49.60903020502809,4694400000,2024-04-26
17832.41986530948,0.8029607615066621,449.89,445.68,449.85,451.65,450.52,452.2,30819.626136144627,1.4039849959496502,2.3100000000000023,13.489999771118164,16147.48046875,8.849609375,7.064207706454567,17.266994267796008,14.825898162657381,4887310000,2024-05-03
12631.3783018074,0.44649844909435954,474.66,477.09,475.27,475.46,471.94,476.13,14106.5207911125,1.717726669270545,1.4699999999999704,12.550000190734863,16389.01953125,-48.1494140625,7.064222197573997,13.540622006881051,10.760703811144879,4402110000,2024-05-10
13359.07223311047,0.6601653597752845,469.9,470.83,471.18,471.2,471.09,471.97,39776.35988265985,0.6615514794699392,2.07000000000005,11.989999771118164,16708.490234375,-22.51953125,-4.154862788586797,-4.134939772316443,7.4328497588397795,9587280000,2024-05-17
19323.747688365096,0.8908032361964141,477.13,467.49,476.79,475.9,477.59,478.22,17616.87907491816,2.9967473308022723,1.0900000000000318,11.930000305175781,16786.7890625,134.0,-5.240900342769919,-0.24907695329625312,0.49820264055324515,5836040000,2024-05-24
31524.687177362866,1.9389801630069396,458.68,466.25,458.71,455.22,456.6,466.96,16832.28033968798,3.0258479353698737,8.279999999999973,12.920000076293945,16771.900390625,-36.880859375,-5.8486646535110935,-8.827776702424046,-10.740818368632006,6674090000,2024-05-31
13100.872521399959,0.9023335736590773,493.9,495.78,498.4,498.04,495.92,492.91,11372.396569437948,1.9968333265203297,-0.9899999999999523,12.220000267028809,17124.140625,8.990234375,2.9193337990696477,11.418332265225729,18.841272737025974,4755650000,2024-06-07
11110.757200958522,0.4171981690212582,503.55,502.65,503.25,501.84,502.69,504.16,11315.664016074456,1.0144927389874323,0.6100000000000136,12.65999984741211,17621.1796875,67.701171875,-2.55161545133285,-10.801535031978403,2.9781871117668857,4973820000,2024-06-14
20144.094578684995,0.40710789227803956,495.14,502.57,493.58,495.06,495.31,494.56,118292.77762054275,2.169105558499401,-0.5799999999999841,13.199999809265137,17681.009765625,8.349609375,1.4461484713353343,-1.1070584568785762,1.7752808634639337,8589160000,2024-06-21
65100.20141228616,1.8846044175733394,513.03,517.15,514.34,514.89,515.78,503.89,14441.95328697262,2.070916714112304,-9.139999999999986,12.4399995803833,17891.099609375,-158.5,2.8922958176642624,10.47217404888545,20.04682656798377,8960940000,2024-06-28
28470.445045049273,1.773431777420096,535.24,511.44,534.15,531.05,533.49,539.93,26966.16712845002,4.849160004381564,4.689999999999941,12.479999542236328,18200.599609375,152.16015625,5.216126722801107,10.811296899704871,6.6323749495114726,4851000000,2024-07-05
28826.03607804123,1.7783274739890618,503.46,497.75,503.42,502.84,505.99,498.59,41301.37007605381,2.233737403476971,-4.8700000000000045,12.460000038146973,18303.640625,94.80859375,-33.042353673337914,-32.942622812946695,-35.89479625277585,5845930000,2024-07-12
20338.516903803906,1.0519697676905373,478.12,476.87,479.28,478.82,480.04,476.78,39003.096671819025,2.5997982332547207,-1.3400000000000318,16.520000457763672,17835.58984375,-108.650390625,1.057208152197461,-3.101755937908365,-25.372698168473846,4992930000,2024-07-19
18669.058830431368,0.779494726066186,466.8,464.34,469.59,467.68,463.04,465.67,24507.007769990014,2.7445801439158224,-1.1299999999999955,16.389999389648438,17331.94921875,25.931640625,0.9374978964332286,-8.08849698322149,-25.572151777257602,5281560000,2024-07-26
32470.704477319756,0.9105741199732489,487.66,488.75,487.52,489.28,487.05,488.2,34569.57970893869,4.052785849597488,0.5399999999999636,23.389999389648438,16780.44921875,-4.2890625,-31.915347317243516,17.932408363706145,21.94179514326089,6313870000,2024-08-02
19287.744542796852,0.7357097453909214,515.33,507.71,515.82,511.82,513.98,517.76,18766.29571617278,1.8650684417192567,2.42999999999995,20.3700008392334,16636.51953125,108.78125,10.18299974950861,4.567870888335165,28.634061316714735,5783410000,2024-08-09
19690.17548991046,0.47950976005454443,528.23,532.31,529.87,530.0,525.96,527.3,61235.73538808993,1.3242098478055608,-0.9300000000000637,14.800000190734863,17516.400390625,115.3203125,0.10978128224928696,3.8297821790816897,11.85852452273275,5138150000,2024-08-16
18159.540292311638,0.645124494561448,527.3,536.92,528.18,528.27,532.87,528.0,13966.677247799997,3.75008011493765,0.7000000000000455,15.859999656677246,17772.73046875,105.05859375,-0.07988868414668104,9.744088780133325,8.547337071069592,5380810000,2024-08-23
30265.518871585406,0.8488110862699961,518.13,521.35,517.95,516.63,517.34,521.43,10576.820287627945,1.4964213117435334,3.2999999999999545,15.0,17650.490234375,63.12890625,2.2939602946144078,3.67033961303423,2.363773549598932,5531150000,2024-08-30
24135.328473680638,1.0337331043172642,498.95,521.88,499.85,503.06,506.96,500.41,12926.10361520926,6.186641955396254,1.4600000000000364,22.3799991607666,17137.619140625,-446.7890625,10.13311644334459,15.768167651230556,2.234060667168933,5549030000,2024-09-06
12363.049309165151,0.3918951949439851,524.64,520.44,526.37,523.13,525.3,524.51,18042.952610507113,1.425299717644405,-0.12999999999999545,16.559999465942383,17575.259765625,108.720703125,3.281306210861203,13.294774736793556,12.147802307455038,4802880000,2024-09-13
25227.757649867523,0.7788013883506935,562.22,560.0,562.94,563.98,558.31,561.34,85485.2824390693,1.8581186657980424,-0.8799999999999955,16.149999618530273,17999.349609375,-51.029296875,9.98302512848852,22.891116103634317,22.361999469064017,9914480000,2024-09-20
15981.522335448113,0.7372765523239839,568.42,570.0,567.98,567.36,566.16,567.27,12980.135445615415,1.363567340486076,-1.1499999999999773,16.959999084472656,18228.779296875,-109.189453125,-5.620486992754422,6.039776542710683,3.4141803157930326,5367890000,2024-09-27
26661.85712209722,1.2172856616350392,591.56,583.7,588.8,585.11,583.66,595.88,21536.848717699755,2.5353721666451854,4.32000000000005,19.209999084472656,18130.419921875,7.4296875,13.556982962433949,8.854968442826362,5.740284200365181,5136070000,2024-10-04
11797.95041156441,0.9671173254695037,589.05,584.83,587.25,586.5,585.32,589.88,11522.6147948367,1.3124072138183438,0.8300000000000409,20.459999084472656,18217.73046875,125.208984375,-2.735294888546605,-9.144426960633382,-4.851727902740663,5140440000,2024-10-11
10962.199572174135,1.0661004785370447,579.2,581.1,579.27,578.52,580.36,576.37,47702.205367594615,1.1082451914089781,-2.830000000000041,18.030000686645508,18466.009765625,23.541015625,-2.2263109333715647,-0.2995332669304389,-9.044649757567868,5090190000,2024-10-18
20582.735713606675,0.4525355671939805,575.0,573.6,576.03,578.8,577.22,573.26,15373.552866999044,1.8218166395247515,-1.740000000000009,20.329999923706055,18512.580078125,6.029296875,6.788457166232547,-6.0297224652010755,-0.35944510095464466,6100040000,2024-10-25
16343.498181543398,0.9297533186725929,570.42,567.0,572.71,570.79,572.52,567.16,30472.554687685268,2.0999291029361298,-3.259999999999991,21.8799991607666,18189.669921875,50.25,-17.360533067405186,-33.31339569605166,-12.518794256577507,5896470000,2024-11-01
11643.861050481552,0.42599221857582,587.13,591.54,587.88,585.15,586.91,589.5,15494.876132438052,1.616884840440411,2.3700000000000045,14.9399995803833,19255.140625,31.638671875,14.625114530616884,28.741198957548136,24.198946717973058,7316010000,2024-11-08
39859.719461145534,1.1381186234850882,555.13,571.22,554.86,557.7,564.21,554.25,33653.22104194558,4.812464962967166,-0.8799999999999955,16.139999389648438,18929.919921875,-249.80078125,-5.770276269954934,-11.370747131502753,-17.290680536394348,8002270000,2024-11-15
15828.020494822445,0.5156914846744655,558.36,563.89,560.1,557.45,555.88,559.13,13498.001302712033,1.4774400580189004,0.7699999999999818,15.239999771118164,18966.3203125,37.330078125,-5.959833892818779,0.619000849244344,11.670251787302732,6575820000,2024-11-22
22151.557385866818,0.7501290945076783,624.25,609.71,625.75,624.93,625.4,623.72,20071.353518022654,4.080506556443427,-0.5299999999999727,12.770000457763672,19743.9609375,115.80859375,-6.9682214938769675,-2.8551832033359688,15.07438803515322,6787610000,2024-12-06
8939.467610157702,0.737334544042096,620.12,627.22,618.18,618.7,619.0,620.32,11191.981733376042,3.9752942806304405,0.20000000000004547,13.8100004196167,19995.1796875,-68.458984375,-4.272764989656935,3.8434986708049337,9.64358269520369,6028250000,2024-12-13
94102.45816760854,2.918992042288889,596.92,590.04,596.47,602.4,599.2,582.0,104597.59094843673,3.7028932972102147,-14.919999999999959,18.360000610351562,19190.0390625,382.560546875,-19.792344942892328,-30.392936475782108,-35.558325887281626,10962450000,2024-12-20
14664.820601916412,0.8907684222189499,595.5,599.4,593.21,590.79,595.33,599.91,9226.855431646829,1.8496558678722193,4.409999999999968,15.949999809265137,19896.76953125,-174.740234375,-6.064584579024199,-3.3070330548227957,9.801302991218904,7765120000,2024-12-27
9662.819309665061,1.041780454249642,604.73,604.76,605.25,602.68,598.46,604.46,14519.709647530675,2.8035797758161953,-0.2699999999999818,16.1299991607666,19395.509765625,226.169921875,15.026639542857538,12.478854681923053,15.995778905853399,8214050000,2025-01-03
16463.79108539011,3.2725568852642937,624.13,610.03,627.77,613.96,614.85,616.05,23133.186200061635,8.066615017697892,-8.080000000000041,19.540000915527344,19312.259765625,-150.62890625,-3.367008433071078,-21.6506937405303,-1.7983782947167128,8608880000,2025-01-10
14843.9864204141,0.4779180655752997,613.8,623.96,615.78,613.8,615.47,612.95,89728.8381267181,2.531241448558994,-0.849999999999909,15.970000267028809,19655.55078125,-25.3515625,12.538857334665181,13.827642637474128,18.963091809610887,7996360000,2025-01-17
24838.6291029011,0.7400374147844971,645.63,636.4,648.85,647.7,644.09,647.45,33583.26774334909,2.9854236547367035,1.82000000000005,14.850000381469727,20087.109375,-132.80859375,9.031990358781627,13.088354537162786,18.553495229413443,7708150000,2025-01-24
20071.0383651589,1.800997319908403,693.28,692.52,694.59,699.5,699.99,689.17,32933.896504574666,2.746939916721059,-4.110000000000014,16.43000030517578,19832.330078125,-204.890625,-5.814849494351847,15.985766275097717,24.97779387858077,7947370000,2025-01-31
16939.32133725895,0.6735362861153878,715.82,717.0,721.79,718.32,714.39,714.26,30958.247510196827,2.796585263425338,-1.5600000000000591,16.540000915527344,19774.869140625,-251.46875,10.91026691888544,13.238194102565785,14.287242686916557,7748940000,2025-02-07
24149.334276489444,0.7605633748682779,738.12,726.14,735.96,734.15,736.98,736.6,27191.614035446008,2.942561347437773,-1.5199999999999818,14.770000457763672,19956.8203125,69.94921875,4.6158949662807345,10.83041667535906,12.80865315000392,7995720000,2025-02-14
28974.913932467214,0.9808270221810708,685.75,696.58,686.74,689.47,693.27,683.64,31643.491419735787,4.997817320794082,-2.1100000000000136,18.209999084472656,20006.689453125,-482.6796875,-0.6994159669155806,-7.513303220563557,-39.38494137873738,8461020000,2025-02-21
28897.762392638175,2.193833703611317,657.21,658.39,658.33,660.72,658.91,668.53,25648.10349927821,3.2582614181521197,11.319999999999936,19.6299991607666,18477.169921875,370.109375,-24.38833416422517,-1.6086210571394304,-7.922954920169445,8247520000,2025-02-28
19665.738948968807,1.2903675279464042,626.71,625.74,615.67,606.18,607.29,625.34,22301.877563392827,8.66112718691927,-1.3700000000000045,23.3700008392334,18029.849609375,166.37109375,-22.609892745110074,-15.616153682716686,-20.12210258088669,8135420000,2025-03-07
21608.46194903449,0.7175560652252599,605.67,603.0,604.83,605.13,603.48,607.35,20142.47991953783,2.831637821870591,1.6800000000000637,21.770000457763672,17523.30078125,230.7890625,-16.89866725114291,-26.54012526764552,8.278915840524633,7093850000,2025-03-14
42290.5361857358,0.6804930547977455,593.51,583.29,592.5,592.68,589.97,596.24,95587.28161954622,3.0715085046624435,2.730000000000018,19.280000686645508,17519.83984375,264.2109375,0.65997314453125,-0.86004638671875,-16.6300048828125,8837930000,2025-03-21
23326.65293288315,1.1870633465675982,578.0,600.31,581.73,582.41,586.11,576.76,20837.145436013092,5.173113165545005,-1.240000000000009,21.649999618530273,17722.08984375,-399.099609375,-1.69000244140625,-24.58001708984375,-26.45001220703125,7015410000,2025-03-28
